Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-02,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-03,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-04,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-05,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-08,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-09,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-10,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-11,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-12,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-15,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-16,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-17,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-18,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-19,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-22,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-23,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-24,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-25,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-29,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-30,30.000000,30.000000,30.000000,30.000000,30.000000,0
2018-01-31,29.000000,29.000000,29.000000,29.000000,29.000000,6000
2018-02-01,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-02,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-05,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-06,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-07,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-08,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-09,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-12,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-14,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-15,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-16,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-19,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-20,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-21,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-22,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-23,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-26,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-27,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-02-28,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-01,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-05,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-06,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-07,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-08,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-09,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-12,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-13,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-14,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-15,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-16,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-19,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-20,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-21,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-22,29.000000,29.000000,29.000000,29.000000,29.000000,0
2018-03-23,27.750000,27.750000,27.750000,27.750000,27.750000,6000
2018-03-26,27.750000,27.750000,27.750000,27.750000,27.750000,0
2018-03-27,27.750000,27.750000,27.750000,27.750000,27.750000,0
2018-03-28,27.750000,27.750000,27.750000,27.750000,27.750000,0
2018-04-02,27.750000,27.750000,27.750000,27.750000,27.750000,0
2018-04-03,27.750000,27.750000,27.750000,27.750000,27.750000,0
